DESCRIPTION,DATE,AMOUNT,TRANSACTION TYPE,Merchant,Signed Amount,YEAR,Month,Day,reference_number_improved,Category
"dear customer, ac no. xxxx7805 debited rs. 32.54 26may25 towards suraj sharma upi transaction ref 405620393738 sbi google pay.",2025-05-26,32.54,debited,suraj sharma,-32.54,2025,5,26,405620393738,Personal & Others
"dear customer, ac no. xxxx1425 debited rs. 1910.48 09jul25 towards zomato upi transaction ref 386894343171 axis paytm.",2025-09-07,1910.48,debited,zomato,-1910.48,2025,9,7,386894343171,Food & Dining
"dear customer, ac no. xxxx5106 debited rs. 3083.43 18may25 towards suraj sharma upi transaction ref 654720206424 hdfc phonepe.",2025-05-18,3083.43,debited,suraj sharma,-3083.43,2025,5,18,654720206424,Personal & Others
"dear customer, ac no. xxxx1732 debited rs. 3793.42 29jul25 towards paytm mall upi transaction ref 823432160404 hdfc phonepe.",2025-07-29,3793.42,debited,paytm mall,-3793.42,2025,7,29,823432160404,Shopping
"dear customer, ac no. xxxx3332 debited rs. 1212.22 22jul25 towards paytm mall upi transaction ref 283410589890 axis amazon pay.",2025-07-22,1212.22,debited,paytm mall,-1212.22,2025,7,22,283410589890,Shopping
"dear customer, ac no. xxxx5478 debited rs. 2230.44 17may25 towards amazon upi transaction ref 881753320705 icici phonepe.",2025-05-17,2230.44,debited,amazon,-2230.44,2025,5,17,881753320705,Shopping
"dear customer, ac no. xxxx2929 debited rs. 1693.71 01jun25 towards suraj sharma upi transaction ref 857726396990 pnb bhim.",2025-01-06,1693.71,debited,suraj sharma,-1693.71,2025,1,6,857726396990,Personal & Others
"dear customer, ac no. xxxx8782 debited rs. 2937.78 24jun25 towards reliance retail upi transaction ref 657472506761 sbi bhim.",2025-06-24,2937.78,debited,reliance retail,-2937.78,2025,6,24,657472506761,Groceries
"dear customer, ac no. xxxx4822 debited rs. 3215.52 22jun25 towards reliance retail upi transaction ref 574368082683 icici paytm.",2025-06-22,3215.52,debited,reliance retail,-3215.52,2025,6,22,574368082683,Groceries
"dear customer, ac no. xxxx3319 debited rs. 1986.43 24jun25 towards paytm mall upi transaction ref 728842713706 hdfc google pay.",2025-06-24,1986.43,debited,paytm mall,-1986.43,2025,6,24,728842713706,Shopping
"dear customer, ac no. xxxx7445 debited rs. 2751.74 27jun25 towards zomato upi transaction ref 831003193646 axis paytm.",2025-06-27,2751.74,debited,zomato,-2751.74,2025,6,27,831003193646,Food & Dining
"dear customer, ac no. xxxx1266 debited rs. 563.77 10may25 towards rahul mehta upi transaction ref 183678359362 pnb amazon pay.",2025-10-05,563.77,debited,rahul mehta,-563.77,2025,10,5,183678359362,Personal & Others
"dear customer, ac no. xxxx2492 debited rs. 3417.55 28jun25 towards amazon upi transaction ref 121075780301 hdfc paytm.",2025-06-28,3417.55,debited,amazon,-3417.55,2025,6,28,121075780301,Shopping
"dear customer, ac no. xxxx9314 debited rs. 4978.04 29jul25 towards rahul mehta upi transaction ref 447403641825 icici paytm.",2025-07-29,4978.04,debited,rahul mehta,-4978.04,2025,7,29,447403641825,Personal & Others
"dear customer, ac no. xxxx7664 debited rs. 30.2 25jul25 towards amazon upi transaction ref 723194013390 icici google pay.",2025-07-25,30.2,debited,amazon,-30.2,2025,7,25,723194013390,Shopping
"dear customer, ac no. xxxx7466 debited rs. 44.92 31may25 towards suraj sharma upi transaction ref 829637614024 axis paytm.",2025-05-31,44.92,debited,suraj sharma,-44.92,2025,5,31,829637614024,Personal & Others
"dear customer, ac no. xxxx2097 debited rs. 2157.09 09jul25 towards flipkart upi transaction ref 411314708633 hdfc google pay.",2025-09-07,2157.09,debited,flipkart,-2157.09,2025,9,7,411314708633,Shopping
"dear customer, ac no. xxxx8111 debited rs. 1387.82 21jul25 towards amazon upi transaction ref 990238723743 sbi paytm.",2025-07-21,1387.82,debited,amazon,-1387.82,2025,7,21,990238723743,Shopping
"dear customer, ac no. xxxx3595 debited rs. 1346.32 11may25 towards paytm mall upi transaction ref 819515005802 pnb amazon pay.",2025-11-05,1346.32,debited,paytm mall,-1346.32,2025,11,5,819515005802,Shopping
"dear customer, ac no. xxxx4105 debited rs. 2512.47 12jul25 towards flipkart upi transaction ref 670687974580 axis google pay.",2025-12-07,2512.47,debited,flipkart,-2512.47,2025,12,7,670687974580,Shopping
"dear customer, ac no. xxxx1781 debited rs. 2078.48 02jun25 towards zomato upi transaction ref 942270325464 sbi amazon pay.",2025-02-06,2078.48,debited,zomato,-2078.48,2025,2,6,942270325464,Food & Dining
"dear customer, ac no. xxxx5067 debited rs. 4835.45 25jun25 towards reliance retail upi transaction ref 346236373389 axis bhim.",2025-06-25,4835.45,debited,reliance retail,-4835.45,2025,6,25,346236373389,Groceries
"dear customer, ac no. xxxx7897 debited rs. 3094.18 17may25 towards rahul mehta upi transaction ref 732954931919 icici amazon pay.",2025-05-17,3094.18,debited,rahul mehta,-3094.18,2025,5,17,732954931919,Personal & Others
"dear customer, ac no. xxxx1455 debited rs. 683.8 03may25 towards reliance retail upi transaction ref 927445019532 pnb bhim.",2025-03-05,683.8,debited,reliance retail,-683.8,2025,3,5,927445019532,Groceries
"dear customer, ac no. xxxx4232 debited rs. 263.44 06may25 towards paytm mall upi transaction ref 688823022772 hdfc bhim.",2025-06-05,263.44,debited,paytm mall,-263.44,2025,6,5,688823022772,Shopping
"dear customer, ac no. xxxx7774 debited rs. 3691.82 10may25 towards zomato upi transaction ref 997868426801 hdfc phonepe.",2025-10-05,3691.82,debited,zomato,-3691.82,2025,10,5,997868426801,Food & Dining
"dear customer, ac no. xxxx8020 debited rs. 1031.41 15may25 towards zomato upi transaction ref 289313435661 icici phonepe.",2025-05-15,1031.41,debited,zomato,-1031.41,2025,5,15,289313435661,Food & Dining
"dear customer, ac no. xxxx8320 debited rs. 961.58 15may25 towards rahul mehta upi transaction ref 335323245870 hdfc paytm.",2025-05-15,961.58,debited,rahul mehta,-961.58,2025,5,15,335323245870,Personal & Others
"dear customer, ac no. xxxx4423 debited rs. 3501.17 27may25 towards rahul mehta upi transaction ref 839077579607 sbi bhim.",2025-05-27,3501.17,debited,rahul mehta,-3501.17,2025,5,27,839077579607,Personal & Others
"dear customer, ac no. xxxx9084 debited rs. 994.87 03jul25 towards suraj sharma upi transaction ref 236664074485 sbi google pay.",2025-03-07,994.87,debited,suraj sharma,-994.87,2025,3,7,236664074485,Personal & Others
"dear customer, ac no. xxxx7289 debited rs. 4265.01 25may25 towards amazon upi transaction ref 674587794500 hdfc paytm.",2025-05-25,4265.01,debited,amazon,-4265.01,2025,5,25,674587794500,Shopping
"dear customer, ac no. xxxx1350 debited rs. 4752.4 11jul25 towards amazon upi transaction ref 831144369524 sbi bhim.",2025-11-07,4752.4,debited,amazon,-4752.4,2025,11,7,831144369524,Shopping
"dear customer, ac no. xxxx3257 debited rs. 624.08 01jun25 towards reliance retail upi transaction ref 216177460059 axis paytm.",2025-01-07,624.08,debited,reliance retail,-624.08,2025,1,7,216177460059,Groceries
"dear customer, ac no. xxxx8248 debited rs. 1655.02 25may25 towards reliance retail upi transaction ref 942418953180 pnb bhim.",2025-05-25,1655.02,debited,reliance retail,-1655.02,2025,5,25,942418953180,Groceries
"dear customer, ac no. xxxx4478 debited rs. 2606.36 21jun25 towards reliance retail upi transaction ref 866887150533 axis bhim.",2025-06-21,2606.36,debited,reliance retail,-2606.36,2025,6,21,866887150533,Groceries
"dear customer, ac no. xxxx7667 debited rs. 2282.52 10jun25 towards suraj sharma upi transaction ref 977679572113 hdfc amazon pay.",2025-10-06,2282.52,debited,suraj sharma,-2282.52,2025,10,6,977679572113,Personal & Others
"dear customer, ac no. xxxx3957 debited rs. 3562.9 04may25 towards paytm mall upi transaction ref 977095776696 hdfc phonepe.",2025-04-05,3562.9,debited,paytm mall,-3562.9,2025,4,5,977095776696,Shopping
"dear customer, ac no. xxxx4661 debited rs. 1164.72 17jun25 towards flipkart upi transaction ref 625639099288 hdfc amazon pay.",2025-06-17,1164.72,debited,flipkart,-1164.72,2025,6,17,625639099288,Shopping
"dear customer, ac no. xxxx9849 debited rs. 3662.55 09may25 towards flipkart upi transaction ref 655410696294 pnb paytm.",2025-09-05,3662.55,debited,flipkart,-3662.55,2025,9,5,655410696294,Shopping
"dear customer, ac no. xxxx8482 debited rs. 1437.17 15jun25 towards amazon upi transaction ref 466591191777 pnb bhim.",2025-06-15,1437.17,debited,amazon,-1437.17,2025,6,15,466591191777,Shopping
"dear customer, ac no. xxxx7764 debited rs. 3873.64 11may25 towards paytm mall upi transaction ref 553100349723 hdfc paytm.",2025-11-05,3873.64,debited,paytm mall,-3873.64,2025,11,5,553100349723,Shopping
"dear customer, ac no. xxxx6583 debited rs. 2687.33 06jul25 towards paytm mall upi transaction ref 464133102753 axis bhim.",2025-06-07,2687.33,debited,paytm mall,-2687.33,2025,6,7,464133102753,Shopping
"dear customer, ac no. xxxx7892 debited rs. 3726.41 08jun25 towards suraj sharma upi transaction ref 937320327332 axis phonepe.",2025-08-06,3726.41,debited,suraj sharma,-3726.41,2025,8,6,937320327332,Personal & Others
"dear customer, ac no. xxxx9146 debited rs. 3409.65 12jul25 towards reliance retail upi transaction ref 488542941002 axis paytm.",2025-12-07,3409.65,debited,reliance retail,-3409.65,2025,12,7,488542941002,Groceries
"dear customer, ac no. xxxx8810 debited rs. 3435.76 10jul25 towards suraj sharma upi transaction ref 215233812062 axis google pay.",2025-10-07,3435.76,debited,suraj sharma,-3435.76,2025,10,7,215233812062,Personal & Others
"dear customer, ac no. xxxx5969 debited rs. 4844.48 09jul25 towards paytm mall upi transaction ref 220467914212 hdfc paytm.",2025-09-07,4844.48,debited,paytm mall,-4844.48,2025,9,7,220467914212,Shopping
"dear customer, ac no. xxxx2323 debited rs. 56.12 28may25 towards flipkart upi transaction ref 847072099067 sbi google pay.",2025-05-28,56.12,debited,flipkart,-56.12,2025,5,28,847072099067,Shopping
"dear customer, ac no. xxxx1685 debited rs. 3909.72 18may25 towards amazon upi transaction ref 270293994591 pnb amazon pay.",2025-05-18,3909.72,debited,amazon,-3909.72,2025,5,18,270293994591,Shopping
"dear customer, ac no. xxxx7544 debited rs. 2568.14 02jun25 towards reliance retail upi transaction ref 833709862086 icici phonepe.",2025-02-06,2568.14,debited,reliance retail,-2568.14,2025,2,6,833709862086,Groceries
"dear customer, ac no. xxxx9825 debited rs. 658.06 01aug25 towards suraj sharma upi transaction ref 497241079514 sbi paytm.",2025-01-08,658.06,debited,suraj sharma,-658.06,2025,1,8,497241079514,Personal & Others
"dear customer, ac no. xxxx8376 debited rs. 162.84 05jun25 towards amazon upi transaction ref 738545891936 axis bhim.",2025-05-06,162.84,debited,amazon,-162.84,2025,5,6,738545891936,Shopping
"dear customer, ac no. xxxx5816 debited rs. 2009.63 15jul25 towards paytm mall upi transaction ref 918022351285 sbi phonepe.",2025-07-15,2009.63,debited,paytm mall,-2009.63,2025,7,15,918022351285,Shopping
transaction alert rs. 5903.64 debited ac xxxx6510 21apr2025 via bhim flipkart. ref 502726133489,2025-04-21,5903.64,debited,unknown,-5903.64,2025,4,21,502726133489,Personal & Others
payment inr 135.37 made successfully ac xxxx6438 suraj sharma via phonepe 19apr2025. transaction id 444068195577,2025-04-19,135.37,debited,suraj sharma,-135.37,2025,4,19,444068195577,Personal & Others
"dear user, rs. 3849.84 debited account xxxx4699 24jun2025 upi payment jio mart. reference 394861464622, bank sbi",2025-06-24,3849.84,debited,jio mart,-3849.84,2025,6,24,394861464622,Shopping
"inr 2735.66 successfully debited account xxxx9927 via upi myntra 18jul2025. ref122429356035, icici amazon pay",2025-07-18,2735.66,debited,myntra,-2735.66,2025,7,18,122429356035,Shopping
"youve paid rs. 5608.12 rahul mehta using amazon pay 22jul2025. ac xxxx2685, ref 117621795082, bank icici",2025-07-22,5608.2,debited,rahul mehta,-5608.2,2025,7,22,117621795082,Personal & Others
"youve paid rs. 1583.55 myntra using phonepe 23may2025. ac xxxx4339, ref 465524407958, bank icici",2025-05-23,1583.55,debited,myntra,-1583.55,2025,5,23,465524407958,Shopping
"youve paid rs. 2743.81 jio mart using bhim 15jun2025. ac xxxx5698, ref 514580336954, bank bob",2025-06-15,2743.81,debited,jio mart,-2743.81,2025,6,15,514580336954,Shopping
payment inr 6933.35 made successfully ac xxxx9887 big bazaar via phonepe 27apr2025. transaction id 528561737083,2025-04-27,6933.35,debited,big bazaar,-6933.35,2025,4,27,528561737083,Shopping
payment inr 1410.37 made successfully ac xxxx1068 suraj sharma via amazon pay 05apr2025. transaction id 590811778067,2025-05-04,1410.37,debited,suraj sharma,-1410.37,2025,5,4,590811778067,Personal & Others
"dear user, rs. 3044.87 debited account xxxx1305 16jun2025 upi payment suraj sharma. reference 288585679046, bank sbi",2025-06-16,3044.87,debited,suraj sharma,-3044.87,2025,6,16,288585679046,Personal & Others
transaction alert rs. 350.31 debited ac xxxx9942 27jun2025 via bhim rahul mehta. ref 814467967710,2025-06-27,350.31,debited,rahul mehta,-350.31,2025,6,27,814467967710,Personal & Others
"youve paid rs. 2659.49 zomato using phonepe 11jun2025. ac xxxx1087, ref 634995666120, bank icici",2025-11-06,2659.49,debited,zomato,-2659.49,2025,11,6,634995666120,Food & Dining
"inr 5154.64 successfully debited account xxxx7065 via upi rahul mehta 15jun2025. ref663160849726, icici paytm",2025-06-15,5154.64,debited,rahul mehta,-5154.64,2025,6,15,663160849726,Personal & Others
"dear user, rs. 2481.43 debited account xxxx9782 01may2025 upi payment jio mart. reference 642591336956, bank hdfc",2025-01-05,2481.43,debited,jio mart,-2481.43,2025,1,5,642591336956,Shopping
"youve paid rs. 6188.35 suraj sharma using google pay 17apr2025. ac xxxx3295, ref 951416837777, bank sbi",2025-04-17,6188.35,debited,suraj sharma,-6188.35,2025,4,17,951416837777,Personal & Others
"dear user, rs. 642.24 debited account xxxx1023 05jun2025 upi payment rahul mehta. reference 797591760881, bank sbi",2025-05-06,642.24,debited,rahul mehta,-642.24,2025,5,6,797591760881,Personal & Others
payment inr 6319.53 made successfully ac xxxx5320 rahul mehta via phonepe 26apr2025. transaction id 861898923383,2025-04-26,6319.53,debited,rahul mehta,-6319.53,2025,4,26,861898923383,Personal & Others
payment inr 1382.42 made successfully ac xxxx2521 myntra via bhim 13apr2025. transaction id 169810925475,2025-04-13,1382.42,debited,myntra,-1382.42,2025,4,13,169810925475,Shopping
"dear user, rs. 6349.75 debited account xxxx9647 21apr2025 upi payment big bazaar. reference 623476155324, bank bob",2025-04-21,6349.75,debited,big bazaar,-6349.75,2025,4,21,623476155324,Shopping
"youve paid rs. 6031.51 flipkart using amazon pay 22apr2025. ac xxxx6463, ref 566854052384, bank bob",2025-04-22,6031.51,debited,flipkart,-6031.51,2025,4,22,566854052384,Shopping
"inr 4522.15 successfully debited account xxxx2260 via upi rahul mehta 12jul2025. ref129197090058, axis amazon pay",2025-12-07,4522.15,debited,rahul mehta,-4522.15,2025,12,7,129197090058,Personal & Others
payment inr 4439.27 made successfully ac xxxx6375 jio mart via bhim 06may2025. transaction id 811939536601,2025-06-05,4439.27,debited,jio mart,-4439.27,2025,6,5,811939536601,Shopping
"inr 761.5 successfully debited account xxxx9854 via upi rahul mehta 01aug2025. ref248270910667, axis phonepe",2025-01-08,761.5,debited,rahul mehta,-761.5,2025,1,8,248270910667,Personal & Others
payment inr 6475.0 made successfully ac xxxx6070 flipkart via phonepe 23apr2025. transaction id 153586879610,2025-04-23,6475.0,debited,flipkart,-6475.0,2025,4,23,153586879610,Shopping
"dear user, rs. 6684.94 debited account xxxx1406 02may2025 upi payment suraj sharma. reference 696113866821, bank axis",2025-02-05,6684.94,debited,suraj sharma,-6684.94,2025,2,5,696113866821,Personal & Others
"dear user, rs. 796.8 debited account xxxx7716 15jul2025 upi payment flipkart. reference 490939184201, bank axis",2025-07-15,796.8,debited,flipkart,-796.8,2025,7,15,490939184201,Shopping
transaction alert rs. 375.55 debited ac xxxx4090 23jul2025 via amazon pay flipkart. ref 106099561815,2025-07-23,375.55,debited,flipkart,-375.55,2025,7,23,106099561815,Shopping
payment inr 3297.56 made successfully ac xxxx2975 rahul mehta via paytm 12jun2025. transaction id 209988501214,2025-12-06,3297.56,debited,rahul mehta,-3297.56,2025,12,6,209988501214,Personal & Others
transaction alert rs. 5298.8 debited ac xxxx1280 03may2025 via phonepe big bazaar. ref 526616453952,2025-03-05,5298.8,debited,big bazaar,-5298.8,2025,3,5,526616453952,Shopping
"youve paid rs. 1809.93 myntra using google pay 22apr2025. ac xxxx5124, ref 783080344255, bank sbi",2025-04-22,1809.93,debited,myntra,-1809.93,2025,4,22,783080344255,Shopping
"dear user, rs. 59.44 debited account xxxx8576 31jul2025 upi payment big bazaar. reference 698939363705, bank hdfc",2025-07-31,59.44,debited,big bazaar,-59.44,2025,7,31,698939363705,Shopping
"inr 1272.05 successfully debited account xxxx2953 via upi flipkart 21jul2025. ref405879991983, axis google pay",2025-07-21,1272.05,debited,flipkart,-1272.05,2025,7,21,405879991983,Shopping
"dear user, rs. 6860.17 debited account xxxx8748 01aug2025 upi payment zomato. reference 218397772230, bank sbi",2025-01-08,6860.17,debited,zomato,-6860.17,2025,1,8,218397772230,Food & Dining
payment inr 1116.04 made successfully ac xxxx6499 suraj sharma via phonepe 25may2025. transaction id 278644544524,2025-05-25,1116.04,debited,suraj sharma,-1116.04,2025,5,25,278644544524,Personal & Others
payment inr 3915.71 made successfully ac xxxx3348 zomato via phonepe 19jul2025. transaction id 457350297253,2025-07-19,3915.71,debited,zomato,-3915.71,2025,7,19,457350297253,Food & Dining
